source_id,file_path,file_name,format,status,error_message,file_size_bytes,file_sha256,text_length,text_sha256,duplicate_file_group,source_has_multiple_files,raw_text_output,processed_at_utc
S077,core/S077_9781464820632_EnglishFullReport.pdf,S077_9781464820632_EnglishFullReport.pdf,pdf,ok,,8622659,52b82a9c205444d534c6c5ba867358cb0430d15314293467027cd98de14be59e,487220,4e152e88043666701a7735e5a7dc970cd5070386987257510fe4123201692754,,False,raw_text/S077.txt,2026-05-17T13:52:46.727935+00:00
S078,core/S078_text.pdf,S078_text.pdf,pdf,ok,,9442344,f961a81d37624b8964519e5adc2f60b17e4ac7486c5a3a0bbe2a9aa3b4e79fe6,615047,3aa6bd1c865948504085942318a2494d9eec83fc4937627c5d29b8b7ae00df8f,,False,raw_text/S078.txt,2026-05-17T13:52:46.727935+00:00
S079,core/S079_text.pdf,S079_text.pdf,pdf,ok,,12555260,93ab9c4f651725794f3aa47a52ae959e8b2bfb6ab59e0bd7361b3c7e562303f3,475954,5b9e9a7135a509a9f337db8f6a3319e816b5da18ac2a787492f048dfe80518b2,,False,raw_text/S079.txt,2026-05-17T13:52:46.727935+00:00
S080,core/S080_textrevised.pdf,S080_textrevised.pdf,pdf,ok,,11361457,966a2932597ef9f6506a7ce225fa45eb047f5d24035189bc636ca4a9eb1edde4,495347,eda8882c37b117147397bc919ada6e42b4bbc60b8640e95d13f2aaaff80cf99a,,False,raw_text/S080.txt,2026-05-17T13:52:46.727935+00:00
S081,core/S081_a1689dc5-en.pdf,S081_a1689dc5-en.pdf,pdf,ok,,3786646,61da20465d396ca00ffe6d3711a19e382995a4948dd786bb7ccc4137f8f8cee9,592797,10b0285b020090e1a486644aae5c1c21af00c80e7999083edf724f3278591436,,False,raw_text/S081.txt,2026-05-17T13:52:46.727935+00:00
S082,core/S082_3adf705b-en.pdf,S082_3adf705b-en.pdf,pdf,ok,,3290134,896fa5f49b282e29b91a98fd99e8585c641bb77eec3138ea42190a846563114d,759204,d0f54662b3568b472bc329a425df799b5fe7ab07c770df69b59e7d0c50952eed,file_sha256:896fa5f49b282e29,False,raw_text/S082.txt,2026-05-17T13:52:46.727935+00:00
S083,core/S083_3adf705b-en.pdf,S083_3adf705b-en.pdf,pdf,ok,,3290134,896fa5f49b282e29b91a98fd99e8585c641bb77eec3138ea42190a846563114d,759204,d0f54662b3568b472bc329a425df799b5fe7ab07c770df69b59e7d0c50952eed,file_sha256:896fa5f49b282e29,False,raw_text/S083.txt,2026-05-17T13:52:46.727935+00:00
S084,core/S084_3adf705b-en.pdf,S084_3adf705b-en.pdf,pdf,ok,,3290134,896fa5f49b282e29b91a98fd99e8585c641bb77eec3138ea42190a846563114d,759204,d0f54662b3568b472bc329a425df799b5fe7ab07c770df69b59e7d0c50952eed,file_sha256:896fa5f49b282e29,False,raw_text/S084.txt,2026-05-17T13:52:46.727935+00:00
S085,core/S085_Electricity2024-Analysisandforecastto2026.pdf,S085_Electricity2024-Analysisandforecastto2026.pdf,pdf,ok,,6591657,3a7e400827e2c53c62ea711d565f57be6162a5821687386ef1d4732d9d605162,398018,a4b7393a351e96ad4fcd0c5818f12d3e1468407f3313ebd76e566395903aa242,,False,raw_text/S085.txt,2026-05-17T13:52:46.727935+00:00
S086,core/S086_EnergyEfficiency2024.pdf,S086_EnergyEfficiency2024.pdf,pdf,ok,,4851724,6f8b7c4da2ce1347a7064e30aec1683c9aabb9c050d3a0909781e4f6c48dfd99,306126,f0aa1fb2b5b08afe766ce0a58dc8b38e5554cfbf28b7b154e8abbc0f7242924a,,False,raw_text/S086.txt,2026-05-17T13:52:46.727935+00:00
S087,core/S087_EnergyEfficiencyPolicyToolkit2024.pdf,S087_EnergyEfficiencyPolicyToolkit2024.pdf,pdf,ok,,1915438,a82719604f5759edc44701de3bfad9e9e2d776a23f94f5ff22ee73ddf021d575,117355,3c889da5314e859ea95e93bb358b8fdc8b063c662bf04a169b38df3ef70c17e1,,False,raw_text/S087.txt,2026-05-17T13:52:46.727935+00:00
S088,core/S088_GlobalEVOutlook2024.pdf,S088_GlobalEVOutlook2024.pdf,pdf,ok,,5227203,21ef29ff66c6e13d705e041caafdb755f17f5b0194793fbc8023bb2c79229438,412583,95b53d73ce7dc3ce42e0cb8f9a6ce944d724ce1f3f16c0c92f16feb341a478f1,,False,raw_text/S088.txt,2026-05-17T13:52:46.727935+00:00
S089,core/S089_Oil2024.pdf,S089_Oil2024.pdf,pdf,ok,,4186527,89c4cdad5ae798ca0d2bb45673637eca9aaab05a6e863240e2bd927fadb66a4e,326715,b81a80d95e77052c0749d168c0db5420820f9a1d09972e9965e2e887182315f8,,False,raw_text/S089.txt,2026-05-17T13:52:46.727935+00:00
S090,core/S090_Renewables2024.pdf,S090_Renewables2024.pdf,pdf,ok,,4726851,9d098996b6af6b44d6572a957c6b0e73d51870530e4ef772dabc8811e05353ea,408144,62b6ff4b7b75da67ca1b07e5c157f3a759f47ad2519a3e79f623cf2b7fa3a722,,False,raw_text/S090.txt,2026-05-17T13:52:46.727935+00:00
S091,core/S091_NASDAQ_AAPL_2024.pdf,S091_NASDAQ_AAPL_2024.pdf,pdf,ok,,1093835,ec74758cd767465362c641cf2fd5d8fedd477aed2bf7f62117e67610435dcb88,409694,dcdcbb9cbd1f38d39e616857bb808f67a31ecddd6870e96cca3c864c7468dcd6,,False,raw_text/S091.txt,2026-05-17T13:52:46.727935+00:00
S092,core/S092_NASDAQ_MSFT_2024.pdf,S092_NASDAQ_MSFT_2024.pdf,pdf,ok,,1394318,96de32a720641251b44c3e27e25ce2aa7ab035a15182b6260ef0ef06aa041dc0,285492,c64a02dcfaec6f0917cca8e3ef718722380a53e81d241cfa789f79e3eb213f1b,,False,raw_text/S092.txt,2026-05-17T13:52:46.727935+00:00
S093,core/S093_NASDAQ_AMZN_2024.pdf,S093_NASDAQ_AMZN_2024.pdf,pdf,ok,,1314791,d6c8919af431fbf38d5d92f2060ba8f45d084f26495c6f17ce81232102977908,323814,6da607711f233f9fc8c0eb7c678e5ad3239f6498ac17ef9fdb7845e2719dd1ce,,False,raw_text/S093.txt,2026-05-17T13:52:46.727935+00:00
S094,core/S094_NASDAQ_NVDA_2024.pdf,S094_NASDAQ_NVDA_2024.pdf,pdf,ok,,34826878,b0de35ded9da9463d5c33dce77cf9b2158b88cf666f144646d0cc64af23c5960,648399,ea095d878039c96fef5a7cf808171abb4b171206f917422a61e63d6a1e93dcab,,False,raw_text/S094.txt,2026-05-17T13:52:46.727935+00:00
S095,core/S095_NYSE_ASAN_2025.pdf,S095_NYSE_ASAN_2025.pdf,pdf,ok,,2231649,aad1f0bea806bdd53ca0a5bd0cb3d5278a698db83821a82005e8ffe5f7b0223e,598819,ae69c66e4e850a686e04c37638050e920ddedfcb37169a182f75545060882dd2,,False,raw_text/S095.txt,2026-05-17T13:52:46.727935+00:00
S096,core/S096_NYSE_ESTC_2024.pdf,S096_NYSE_ESTC_2024.pdf,pdf,ok,,1550308,4f9808eda05a54bd8ecbe5f49ec682e10e487b22f3d929115ea75840334c02de,688314,a942b89b4631acdcfe51bf5cd852d968254f8088356fb0478e8f2922f9709d63,,False,raw_text/S096.txt,2026-05-17T13:52:46.727935+00:00
S097,core/S097_ASX_XRO_2024.pdf,S097_ASX_XRO_2024.pdf,pdf,ok,,26634781,6e78a02bf18f64573818c7f812b927e6f9dcd4a448c138379d261bfb49be95e9,352704,21072cfb8c249fde677e0c00ff1476870fd18e253f9b0e2b932824d6db1cb638,,False,raw_text/S097.txt,2026-05-17T13:52:46.727935+00:00
S098,core/S098_NASDAQ_NTES_2024.pdf,S098_NASDAQ_NTES_2024.pdf,pdf,ok,,3312298,df8d696e1bafe0738423f7230fac161bf01f58585dd02638aa30dfd34d02dd3d,1064693,45fcfc315a0c980f2a879bd67a9dcb3bdd6089018b6c4835c381cc774186797c,,False,raw_text/S098.txt,2026-05-17T13:52:46.727935+00:00
S099,core/S099_NYSE_CXM_2024.pdf,S099_NYSE_CXM_2024.pdf,pdf,ok,,778646,bd527b0e1287f81a29f4b5298fdc2a8258cce34d50f41c8a0c7e12371b026547,470603,389599139f88b88c6b31b9211f9028fadcd4893b63edbacfd64840e2f74b8942,,False,raw_text/S099.txt,2026-05-17T13:52:46.727935+00:00
S100,core/S100_NASDAQ_AVPT_2024.pdf,S100_NASDAQ_AVPT_2024.pdf,pdf,ok,,1902913,26bd97a6f37bdc272736f79c38863a0be1cbaefaa474638550ec363b5e9483a7,432495,41994a3ff92c8ab9dc092ebd1fb734b74654b80a588d423ff4737414b8a9a141,,False,raw_text/S100.txt,2026-05-17T13:52:46.727935+00:00
S101,core/S101_2024_odm_factsheet_austria.pdf,S101_2024_odm_factsheet_austria.pdf,pdf,ok,,501811,ccf5ae9ddfbe60390a3bf564021fd5384132972222fd0fe2750d43fade051ac5,3935,cfb39cb2abec192b8f245b6f6eeb0c7d5367597cf924514a3baaeb9eebf94ae0,,False,raw_text/S101.txt,2026-05-17T13:52:46.727935+00:00
S102,core/S102_2024_odm_factsheet_albania.pdf,S102_2024_odm_factsheet_albania.pdf,pdf,ok,,494351,caf5239224950b261a961e511f3927a251279c281b92a3c5e463360e19eaaa7d,3932,31c61df02b370b4d7fd3d97ab45ad4fb3d2337445f8d1739f85a00c4f66c0a74,,False,raw_text/S102.txt,2026-05-17T13:52:46.727935+00:00
S103,core/S103_2024_odm_factsheet_belgium.pdf,S103_2024_odm_factsheet_belgium.pdf,pdf,ok,,502096,e1da371ffd51cac78f153e13f2c417f8be600cd4b75a246f8f77116a81bb9b36,3640,04015bb2933f477a107441659748bbbff31e77f3c931eafb830fed3ce5f206d4,,False,raw_text/S103.txt,2026-05-17T13:52:46.727935+00:00
S104,core/S104_2024_odm_factsheet_bulgaria.pdf,S104_2024_odm_factsheet_bulgaria.pdf,pdf,ok,,502594,8b55851033c250286f5438e5770c4f3687608ab983be594bd9a9f20346d7bd7c,3664,0028c0ce89d53e0cc4c1cf9436323efa6245560bb302c1a0de4c45a8caa96f8f,,False,raw_text/S104.txt,2026-05-17T13:52:46.727935+00:00
S105,core/S105_2024_odm_factsheet_croatia.pdf,S105_2024_odm_factsheet_croatia.pdf,pdf,ok,,549158,4a0c8a3ccf508a28cd9af00d01d5bf3ab6b19e7377369e8f07c3a1bda4241a21,3594,89bfcb23f0f97487b62948716ce352e6f543b20a02616b617002ec4bea27a2f8,,False,raw_text/S105.txt,2026-05-17T13:52:46.727935+00:00
S106,core/S106_2024_odm_factsheet_cyprus.pdf,S106_2024_odm_factsheet_cyprus.pdf,pdf,ok,,504589,9acc4f10b07c97869074c83108a1ca063e0f39da77e9694649fdbcd0133fb742,3670,c372e9a839671d6e0b3fa4bccbd6b1660f860d4bd5801fd12671b54327bc6108,,False,raw_text/S106.txt,2026-05-17T13:52:46.727935+00:00
S107,core/S107_2024_odm_factsheet_czechia.pdf,S107_2024_odm_factsheet_czechia.pdf,pdf,ok,,501278,001cb3481871b38faf18ee5713fe85388b86ca731a6979936a0566ba2b9dcc27,3784,507960394faa9d20eab7f2ca4878cc6dc8896bde348cdb0255735500ffa770f3,,False,raw_text/S107.txt,2026-05-17T13:52:46.727935+00:00
S108,core/S108_2024_odm_factsheet_denmark.pdf,S108_2024_odm_factsheet_denmark.pdf,pdf,ok,,505008,420c1d3ee9a1c917efcbdae3d2c2ef1c77cc8f36353d1842504edd69aeeccf27,3994,214f528071c30f94f6f156d0e0d1a5c884629e10caf4ab9851b3c5bb6ad1b271,,False,raw_text/S108.txt,2026-05-17T13:52:46.727935+00:00
S109,core/S109_2024_odm_factsheet_estonia.pdf,S109_2024_odm_factsheet_estonia.pdf,pdf,ok,,501901,8769687a62c39f1aeec00a9df4209f034bd7b1c5b666d87f116b0663e303b0e3,3810,48ddf68bcac005f5c351e6bbd98771c8bb3c06efa64a46c501c490b030b40c29,,False,raw_text/S109.txt,2026-05-17T13:52:46.727935+00:00
S110,core/S110_2024_odm_factsheet_finland.pdf,S110_2024_odm_factsheet_finland.pdf,pdf,ok,,505922,fe9bd645d444a8033cb3d508093b9c4f18490d7eaa61f4b5b0cf9aef154c87ef,3952,a85e8b55fa1bbe612c8b8fc501b94c59f44c28296c506e8d50422ccda4b978a3,,False,raw_text/S110.txt,2026-05-17T13:52:46.727935+00:00
S111,core/S111_2024_odm_factsheet_france.pdf,S111_2024_odm_factsheet_france.pdf,pdf,ok,,493718,bc604236bda47af0fc0acc16eb1fa0060ff8d5040e52a7c4e3d1bb0914429039,3826,309b1cadbbbc10a06ae00d2c6672bd45e58074555561076de3e06dd712160f4f,,False,raw_text/S111.txt,2026-05-17T13:52:46.727935+00:00
S112,core/S112_2024_odm_factsheet_germany.pdf,S112_2024_odm_factsheet_germany.pdf,pdf,ok,,501785,0d502c4e750b8a2b7badbb6242b3a82b9691199e30d7c415cc749ff3ef743d60,4104,3ab67ae9cc0f3dbd3887618bf24abcc943e206dd806efca6a7aa8d52aca38c96,,False,raw_text/S112.txt,2026-05-17T13:52:46.727935+00:00
S113,core/S113_2024_odm_factsheet_greece.pdf,S113_2024_odm_factsheet_greece.pdf,pdf,ok,,503354,377d118e90af711dc5b5c56ce8957f969aac24439ac7145653c8d79db0f91a81,3901,11602b6e624838e5a5ae97328a07bc6665f1c6d6f6f7aa28112058a70038ba13,,False,raw_text/S113.txt,2026-05-17T13:52:46.727935+00:00
S114,core/S114_2024_odm_factsheet_hungary.pdf,S114_2024_odm_factsheet_hungary.pdf,pdf,ok,,496118,662abcef80e7ea410cf5bdc0691eb08650db5b937e1ec8664fd4974ffc458f04,3853,9efef00c987014e8ccf0deeca339814ee6602ef8f70bec613f0f43d39a13c2f0,,False,raw_text/S114.txt,2026-05-17T13:52:46.727935+00:00
S115,core/S115_2024_odm_factsheet_iceland.pdf,S115_2024_odm_factsheet_iceland.pdf,pdf,ok,,499984,5aa6ed4ee6f50dec303db432051612568a412e0040e1f8fe7adff74fb615971b,3586,93587d9e054ce91f44cc7dd08942ebfd7b9989d680a88a1d945237a0185f71e3,,False,raw_text/S115.txt,2026-05-17T13:52:46.727935+00:00
S116,core/S116_2024_odm_factsheet_ireland.pdf,S116_2024_odm_factsheet_ireland.pdf,pdf,ok,,505268,c3c08bea27d98214250271bc245babe6a1a2b57418653427db0494f3e9284d48,4078,a00f0d11ef2ec727c250e1614ef715fdf69aa11dc558a1db12ba2552ae0cbc6c,,False,raw_text/S116.txt,2026-05-17T13:52:46.727935+00:00
S118,core/S118_2024_odm_factsheet_latvia.pdf,S118_2024_odm_factsheet_latvia.pdf,pdf,ok,,508187,c9f6a7c671543e86c44dbd58728fda3e4a2bc496e3e317367cc695b11316507e,3977,5e669541443efd87f9a9a419894d0d2f2b14f595c964125384f838d1c27e57ae,,False,raw_text/S118.txt,2026-05-17T13:52:46.727935+00:00
S119,core/S119_2024_odm_factsheet_lithuania.pdf,S119_2024_odm_factsheet_lithuania.pdf,pdf,ok,,503335,904e0de79d6482800f6c1b053fd370dd0c8b4fa70be54ba151b711bdd4a5c4f7,3977,71e1f0be25494f7a37e1c2baea79802d2e1d2214630901eda2ddbccfca14fa0b,,False,raw_text/S119.txt,2026-05-17T13:52:46.727935+00:00
S120,core/S120_2024_odm_factsheet_luxembourg.pdf,S120_2024_odm_factsheet_luxembourg.pdf,pdf,ok,,503810,22cdf8d933c9fe60595592d8aa394e8d7f3a939094e2b289efb06906e3c3b39c,3786,fbdcaca918a42c6169f03778e5e1785ddf40e9bcd30961b27b5a2e7ab535af3c,,False,raw_text/S120.txt,2026-05-17T13:52:46.727935+00:00
S121,core/S121_2024_odm_factsheet_malta.pdf,S121_2024_odm_factsheet_malta.pdf,pdf,ok,,515572,43e9ab6add57f7cbf9d0db76148002da56c7ded43ffb3471cb844f6afee4cad3,3840,09c197ddf9fc8f69f1ece4c1ff71c7aba623c80951ea8c1405830cbc50f575b9,,False,raw_text/S121.txt,2026-05-17T13:52:46.727935+00:00
S122,core/S122_2024_odm_factsheet_netherlands.pdf,S122_2024_odm_factsheet_netherlands.pdf,pdf,ok,,506138,889fbbcec6f898a76c15a71291dd72c59c1febdc29e6917c3fb811cea84473de,4243,181d6c437183abff9daac27921adc6cc335c77799628ad03562cc6258c763eb3,,False,raw_text/S122.txt,2026-05-17T13:52:46.727935+00:00
S123,core/S123_2024_odm_factsheet_norway.pdf,S123_2024_odm_factsheet_norway.pdf,pdf,ok,,504797,3c4803cfa5321fc50ec3121b39d9429319bdd6b660828c529307755fd479b25b,3807,6cd0252b1c31938d1ecbecaf4719a9a9a3a4f2a91130dc75e296f16db9b3af5d,,False,raw_text/S123.txt,2026-05-17T13:52:46.727935+00:00
S124,core/S124_2024_odm_factsheet_poland.pdf,S124_2024_odm_factsheet_poland.pdf,pdf,ok,,494914,728463f17e7bd23f339ac0c71a9d6fad9ad9364b1655a226086bcdfe0d83d4ba,4160,6faf87b7a9066967c72c89f43bbeba2af09af0d1edf5081441ddfc6747462714,,False,raw_text/S124.txt,2026-05-17T13:52:46.727935+00:00
S125,core/S125_2024_odm_factsheet_portugal.pdf,S125_2024_odm_factsheet_portugal.pdf,pdf,ok,,511398,79cf743b01e9930e910ea263c019e7e8764467b1bf5077b22a0a0a2391e85aed,3828,bf85e92fb3b26718acbc8de8cba2e64a1a0a2f2613b85784fced686fe9279737,,False,raw_text/S125.txt,2026-05-17T13:52:46.727935+00:00
S126,core/S126_2024_odm_factsheet_romania.pdf,S126_2024_odm_factsheet_romania.pdf,pdf,ok,,501871,954746f74f85e804758e4ef01b9f665849716b9c572a372ca0eb9a3ec7501473,3657,8be23fe76c52abaf4006210de5a2467f35fa1918381a191c4c9e866e44647286,,False,raw_text/S126.txt,2026-05-17T13:52:46.727935+00:00
S127,core/S127_2024_odm_factsheet_serbia.pdf,S127_2024_odm_factsheet_serbia.pdf,pdf,ok,,746765,d72b05d18d62f03c0f8a309892194b139b5cbfdb07883110ec4b5f3a5fc248b8,3497,480fa0f536ccdcd8c834e93cf19411abe6604ae9cef59b9333ba513a876cd5f2,,False,raw_text/S127.txt,2026-05-17T13:52:46.727935+00:00
S128,core/S128_2024_odm_factsheet_slovakia.pdf,S128_2024_odm_factsheet_slovakia.pdf,pdf,ok,,500614,f0fe459c494cd6232c8c88934ac7020713e203808365381bacce87d2d6b9ba6a,3677,b4faa30565e30043aac174a8632efd13e918776d70292cea208f8272dc885139,,False,raw_text/S128.txt,2026-05-17T13:52:46.727935+00:00
S129,core/S129_2024_odm_factsheet_slovenia.pdf,S129_2024_odm_factsheet_slovenia.pdf,pdf,ok,,504568,7c938ee1d5a4d092854a9dca780df96cabd9de3db8a05db34bb021f059dbef44,3757,09cc8b5b00c53f816e316f630d08c2f71ba6ff77d7fb86f51b17428e66d97b2e,,False,raw_text/S129.txt,2026-05-17T13:52:46.727935+00:00
S130,core/S130_2024_odm_factsheet_spain.pdf,S130_2024_odm_factsheet_spain.pdf,pdf,ok,,539443,fc1ce3a09d699fe1120e0a4f40285b71e2583cf8a5f4e1979051822bd0507f89,3653,706a5db1a59bf0fa1b341c15a4f6fb9865f560403ba600b630451c871086d6f9,,False,raw_text/S130.txt,2026-05-17T13:52:46.727935+00:00
S131,core/S131_2024_odm_factsheet_sweden.pdf,S131_2024_odm_factsheet_sweden.pdf,pdf,ok,,655238,94cee8f10e87ac2b869165c87233b08e06cebdad533373ec8d8989d85f238241,4187,fe9cdba6f7b0871439d58bf6c7ec92f7940349c2716c5e6116afd27dbd271a55,,False,raw_text/S131.txt,2026-05-17T13:52:46.727935+00:00
S132,core/S132_2024_odm_factsheet_switzerland.pdf,S132_2024_odm_factsheet_switzerland.pdf,pdf,ok,,503488,8fc71396eabb0c9c4339645b657c5a61de405f1efaa1c593c4d83fb9074b508a,3981,74dcfe55db6ffa18c118f9218cc72716ff89cfb18a5292f7b713b6865f20d1f2,,False,raw_text/S132.txt,2026-05-17T13:52:46.727935+00:00
S133,core/S133_2024_odm_factsheet_ukraine.pdf,S133_2024_odm_factsheet_ukraine.pdf,pdf,ok,,493170,b252ca881e82e76e3711c0b4dac9cef851f16d2b275ac8f01d5b21207772645f,4259,1f47b0f90748c9d75b0c15d804b71b9e688ba37e1f4296470f3b24d3c13eed92,,False,raw_text/S133.txt,2026-05-17T13:52:46.727935+00:00
S134,core/S134_2024_odm_factsheet_bosnia_and_herzegovina.pdf,S134_2024_odm_factsheet_bosnia_and_herzegovina.pdf,pdf,ok,,487658,20382743ce40ebca50e0f1e74758ec45bfb6b05512378ec4ff788328ee9ec9bf,3725,e26660cca3ea821dabb1e7ab6381300417d3344bb2a4fdbd0b120ecec048ac62,,False,raw_text/S134.txt,2026-05-17T13:52:46.727935+00:00
S135,core/S135_2024_odm_questionnaire_austria.xlsx,S135_2024_odm_questionnaire_austria.xlsx,xlsx,ok,,59084,1346084dacfeba74366d8b822d7fcd89afee92c26658afeb0eb3ccc62b99d269,105720,85e2ca7876ae35812836ff52f28b5402ed781430426d502fe2dee6a78b3e920a,,False,raw_text/S135.txt,2026-05-17T13:52:46.727935+00:00
S136,core/S136_2024_odm_questionnaire_albania.xlsx,S136_2024_odm_questionnaire_albania.xlsx,xlsx,ok,,57596,3f81fd77203686ad7c011afc1e8ccc03d684194af02f582d0b2f614a5d1c6799,100301,3f5ece0958885116da9c9e798e8d37de3034ce52fd5ce07aa3bc568bd7d4d1e7,,False,raw_text/S136.txt,2026-05-17T13:52:46.727935+00:00
S137,core/S137_2024_odm_questionnaire_belgium.xlsx,S137_2024_odm_questionnaire_belgium.xlsx,xlsx,ok,,51612,300db410b31aa72d025541656238525b99eace6f5fcb345bb510036bb111c929,78315,d47944983cac8254f93ef7cbacd986e2a9b5714d42ac6e9232a08658cbe3f81e,,False,raw_text/S137.txt,2026-05-17T13:52:46.727935+00:00
S138,core/S138_2024_odm_questionnaire_bulgaria.xlsx,S138_2024_odm_questionnaire_bulgaria.xlsx,xlsx,ok,,66006,150ae4dbbfd280e3ae3f99360a3fc8435338ac18d16079c03ee9270310aa3bc4,128208,fe862b6d633654a587e008850e0a5ac7ab2f280553d61131a6d953e4a3393bd4,,False,raw_text/S138.txt,2026-05-17T13:52:46.727935+00:00
S139,core/S139_2024_odm_questionnaire_croatia.xlsx,S139_2024_odm_questionnaire_croatia.xlsx,xlsx,ok,,60254,8fa746a33c6e69a329dee4329d9d8577c9f8e2d7276c8879de3847a928fd7d96,114212,3d3fab400bf7dfe8cb671f84301de5fd0fdf4d22090b53150ae6339de539a5d7,,False,raw_text/S139.txt,2026-05-17T13:52:46.727935+00:00
S140,core/S140_2024_odm_questionnaire_cyprus.xlsx,S140_2024_odm_questionnaire_cyprus.xlsx,xlsx,ok,,63134,fc14eaee6547a10dae63cdacfb050b2dfd620f1b733089da7b505982ca85e772,129518,5b09dbf662b6dd39a943ec8770cec6f854f94ae640d960829cb0d700038aa273,,False,raw_text/S140.txt,2026-05-17T13:52:46.727935+00:00
S141,core/S141_2024_odm_questionnaire_czechia.xlsx,S141_2024_odm_questionnaire_czechia.xlsx,xlsx,ok,,70903,e1ddfcec0a76a106bbc5486df0ae3e4cefcb376ab6ee778b69c4281c9c369964,147729,484f683c2d9f0c47a9e047040beb5f7cc44b4b98a64d8bddbda44c0abe703c43,,False,raw_text/S141.txt,2026-05-17T13:52:46.727935+00:00
S142,core/S142_2024_odm_questionnaire_denmark.xlsx,S142_2024_odm_questionnaire_denmark.xlsx,xlsx,ok,,63529,19dfc49577439adf003b5fc84cd95092f54e5c53248dcd88ff74dd5f7eb98f75,120171,8744d964a3c7df0db028813c575b63853e0eed6bf6db7a4090b55657a9797c06,,False,raw_text/S142.txt,2026-05-17T13:52:46.727935+00:00
S143,core/S143_2024_odm_questionnaire_estonia.xlsx,S143_2024_odm_questionnaire_estonia.xlsx,xlsx,ok,,62763,3081b4628d8f6b69bcba6dd7f88db014ebc6464538ba205dfed0032a0b411f20,116474,f82641b4ffb8311628fdf4579df8a5e81987833628b5bb5f0c1249278568469d,,False,raw_text/S143.txt,2026-05-17T13:52:46.727935+00:00
S144,core/S144_2024_odm_questionnaire_finland.xlsx,S144_2024_odm_questionnaire_finland.xlsx,xlsx,ok,,68558,3f88eb50572fe1a630558a4141001e484410813e247d842db8ebd1cdc1ebe13c,138996,90610e417c5c483978f69c591313ac95ac0f4e288340b924625917881d6770ee,,False,raw_text/S144.txt,2026-05-17T13:52:46.727935+00:00
S145,core/S145_2024_odm_questionnaire_france.xlsx,S145_2024_odm_questionnaire_france.xlsx,xlsx,ok,,92296,7aa42552f35dc07c31db54443897b9c528a46dc988f7ffa84b30cc2ac49e5f8e,218567,9c29e24590c40c36b83a3793461c687641357d81d903eadc66a9fa4c383c677f,,False,raw_text/S145.txt,2026-05-17T13:52:46.727935+00:00
S146,core/S146_2024_odm_questionnaire_germany.xlsx,S146_2024_odm_questionnaire_germany.xlsx,xlsx,ok,,78037,19696cba115b12a2cc9866a2a878ca0eb62350f4402c1e96afea196a99f587e9,144464,d73e37e1c5aa2ef74d9ea52bcfafc6fc670359e2c15459999f3b4e8a31a8a4dc,,False,raw_text/S146.txt,2026-05-17T13:52:46.727935+00:00
S147,core/S147_2024_odm_questionnaire_greece.xlsx,S147_2024_odm_questionnaire_greece.xlsx,xlsx,ok,,48552,73839e5f744b305e451b126bbd527b90549dc5e5601e745aa2a6b1c82d7578f0,75367,ddc4808381636da20cfbe44c43d4090d21f27d70d3be323fa745845bdd315ce2,,False,raw_text/S147.txt,2026-05-17T13:52:46.727935+00:00
S148,core/S148_2024_odm_questionnaire_hungary.xlsx,S148_2024_odm_questionnaire_hungary.xlsx,xlsx,ok,,64157,f84f0fe56b7a84992f63c8d7537ce838bbe210071d335878cdc6d6206e730a91,143951,ddcf4e242475270cd91aeddabd4d007f2412e63a7b5d7dd960359bb40a5caddf,,False,raw_text/S148.txt,2026-05-17T13:52:46.727935+00:00
S149,core/S149_2024_odm_questionnaire_iceland.xlsx,S149_2024_odm_questionnaire_iceland.xlsx,xlsx,ok,,48355,8cbb089c9c106bff5738b1486742285e953d9c0f4475cf32545916363e1e70cc,75262,dc1b9ce87cc3671a0636def38afb7af0b73065033ba009004efa0ee271fcbeb2,,False,raw_text/S149.txt,2026-05-17T13:52:46.727935+00:00
S150,core/S150_2024_odm_questionnaire_ireland.xlsx,S150_2024_odm_questionnaire_ireland.xlsx,xlsx,ok,,90089,46b4077c595de3a50dcc685d1c70b8123fb365b2524bee15d33c63fa890217de,208549,1093eba9c7a3513a13ade9dacd21ae73278d12356b39e8307e0db0f888b49473,,False,raw_text/S150.txt,2026-05-17T13:52:46.727935+00:00
S152,core/S152_2024_odm_questionnaire_latvia.xlsx,S152_2024_odm_questionnaire_latvia.xlsx,xlsx,ok,,59094,edb565e5a2160f0aebb51429ca233a4dc7d8a7bc8bedd34f24c683d51e70d8ef,104264,f2202b52d96948ca3b4b632188e365c0783cb042f4756f796b38e3cd5834a7a0,,False,raw_text/S152.txt,2026-05-17T13:52:46.727935+00:00
S153,core/S153_2024_odm_questionnaire_lithuania.xlsx,S153_2024_odm_questionnaire_lithuania.xlsx,xlsx,ok,,81903,58321a9869c2ead339f4344a8f0e165a75029abf28a5cf1aa0af5cb7e03c1f40,217320,d5eb66ceabf75b1d3409113f51226407225905886d555e0f66fc7b1017d3aecd,,False,raw_text/S153.txt,2026-05-17T13:52:46.727935+00:00
S154,core/S154_2024_odm_questionnaire_luxembourg.xlsx,S154_2024_odm_questionnaire_luxembourg.xlsx,xlsx,ok,,63840,e1629ba1e720cc5612dd424c551d28c1df5b9d1afa1ab26794f905c63ca4abb4,117648,044089dc6e86971c96d6c0810925a103ba1e7b815172192bcc48d1a391cacfd1,,False,raw_text/S154.txt,2026-05-17T13:52:46.727935+00:00
